Student_ID	Education_Level		Age	Location	Category	Institute_Type	Medium	Monthly_Income_INR	Father_Education	Mother_Education	Internet_Access	Tuition_Classes	Scholarship	Family_Size	Distance_To_Institute_KM	Study_Hours_Per_Day	Attendance_Percentage	Sleep_Hours	Stress_Level	Previous_Percentage	Final_Percentage
6944	School	Female	14	Urban	SC	Private	Hindi	69441	10th	Graduate	No	No	Yes	3	7	6.2	82.3	5.5	Medium	98	61.1
6945	School	Female	15	Rural	OBC	Government	Hindi	4647	12th	12th	Yes	No	No	8	10.6	2	64.3	6.8	Low	69.2	44.1
6946	School	Male	14	Rural	General	Private	Hindi	46127	10th	10th	No	No	Yes	3	16	0.8	69.2	5.1	Low	63.5	32.3
6947	School	Female	16	Rural	SC	Government	Hindi	5371	No School	12th	Yes	Yes	No	6	15.6	2.8	86.3	5.4	Low	80.2	58.3
6948	School	Female	17	Rural	ST	Government	Hindi	4319	No School	10th	No	Yes	Yes	8	14.3	3.7	84.2	8.1	Medium	91.2	57.2
6949	School	Female	18	Urban	General	Government	Hindi	33926	No School	12th	No	Yes	Yes	6	13.2	2.6	78.7	6.2	Medium	91	56.6
6950	School	Female	16	Rural	ST	Private	English	8093	10th	10th	No	Yes	Yes	8	4.6	0.7	85.3	7.4	Low	67.2	42.1
6951	School	Male	14	Rural	OBC	Private	Hindi	32814	10th	No School	No	No	No	4	17.6	2.7	81.6	8.8	Low	79.8	46.3
6952	School	Female	17	Urban	OBC	Government	Hindi	52063	12th	No School	Yes	Yes	Yes	3	3.9	4.1	100	7.4	Low	98	67
6953	School	Female	18	Rural	General	Private	Hindi	19426	10th	10th	Yes	Yes	No	3	10.6	3.7	78.1	8.3	Medium	98	70.7
6954	School	Male	16	Urban	OBC	Government	Hindi	19115	Graduate	Graduate	Yes	Yes	No	6	9.1	3.5	78.7	8.5	Low	87.8	64.2
6955	School	Male	18	Rural	General	Government	English	77150	10th	12th	Yes	Yes	Yes	7	7.3	2.9	73.7	7.1	Low	78.9	58.9
6956	School	Female	17	Rural	ST	Government	English	18731	Postgraduate	Graduate	Yes	No	Yes	3	9	5.4	82	7.3	Medium	92.9	64.7
6957	School	Male	16	Urban	OBC	Government	English	78954	10th	Graduate	Yes	Yes	No	6	16.5	2.5	67.2	5.6	Low	85.6	53.3
6958	School	Male	16	Rural	General	Government	English	10412	Postgraduate	No School	Yes	Yes	No	5	13.3	5.4	79.1	7.8	Medium	98	72.6
6959	School	Female	16	Rural	OBC	Government	English	9406	12th	Graduate	No	Yes	Yes	4	15.1	2.6	69.7	6.4	Medium	79.6	53.3
6960	School	Female	16	Rural	OBC	Private	English	11459	No School	No School	Yes	Yes	No	3	15.8	3.2	78.2	8.2	Medium	82.4	51.6
6961	School	Female	15	Urban	General	Government	Hindi	17672	No School	Postgraduate	Yes	Yes	Yes	8	13.4	3.9	80.9	7.4	Low	80.1	62.4
6962	School	Female	15	Urban	General	Government	Hindi	4407	10th	12th	Yes	Yes	No	5	10.3	4.6	81.6	7	Low	83.3	61
6963	School	Male	16	Rural	OBC	Private	English	7143	No School	No School	No	Yes	No	3	12	2.3	73	8.6	Low	80.5	42.6
6964	School	Female	16	Rural	OBC	Government	Hindi	6621	10th	10th	Yes	No	No	3	0.7	3.7	76.7	8.4	Medium	90.6	48.8
6965	School	Female	16	Rural	OBC	Government	English	5384	Postgraduate	10th	Yes	No	No	4	12.8	3.9	90.9	8.6	Low	85	59.7
6966	School	Male	17	Rural	General	Private	Hindi	17912	10th	12th	Yes	No	No	7	15	5.6	80.1	8	Low	91.5	66
6967	School	Female	18	Rural	OBC	Private	English	12807	Postgraduate	12th	Yes	Yes	Yes	3	3.9	2.8	73	8.7	Low	86.7	57.9
6968	School	Male	15	Urban	OBC	Government	Hindi	16627	10th	No School	Yes	Yes	No	3	8.5	2.3	69	7.6	Low	87.4	55.6
6969	School	Female	15	Urban	General	Private	Hindi	11354	Graduate	12th	Yes	Yes	No	8	12.1	2.8	73.8	5.9	Medium	90.9	56.3
6970	School	Male	18	Rural	ST	Government	Hindi	61739	12th	10th	Yes	Yes	No	6	7.8	3.2	92.3	6.9	Low	70.9	56
6971	School	Male	18	Urban	OBC	Government	Hindi	6002	12th	No School	Yes	Yes	No	3	5.5	3.2	74.1	8.1	Low	76.1	53.2
6972	School	Male	16	Rural	OBC	Government	Hindi	69661	Graduate	Graduate	No	Yes	No	6	2.6	2.7	67.4	5.8	Low	64.8	49.8
6973	School	Male	17	Urban	OBC	Private	English	11930	12th	10th	Yes	No	No	8	9.7	5.9	74.1	8.3	Low	95.1	65
6974	School	Female	17	Urban	OBC	Government	Hindi	14365	12th	10th	Yes	Yes	No	6	13.3	1.9	72.5	8.5	Medium	89.8	56.3
6975	School	Male	18	Rural	General	Government	Hindi	63240	Graduate	Postgraduate	Yes	No	No	7	11.6	2	75.4	5.7	Low	81.5	53.1
6976	School	Female	15	Rural	OBC	Private	English	25791	Graduate	12th	Yes	Yes	No	4	8.3	3.8	78.1	8.3	Low	91.8	69.3
6977	School	Female	17	Urban	SC	Government	Hindi	52927	12th	Graduate	Yes	No	Yes	3	13.4	3	91.3	7.9	Low	86.7	59.6
6978	School	Male	18	Rural	OBC	Government	Hindi	10953	No School	12th	Yes	Yes	No	7	4.1	2.8	89.7	7.1	Low	87.5	62.6
6979	School	Female	18	Rural	General	Government	Hindi	17108	12th	No School	Yes	No	Yes	8	17.4	3	71.5	8.3	Low	92.7	49.5
6980	School	Male	17	Urban	SC	Private	Hindi	19072	12th	10th	Yes	Yes	Yes	3	6.1	1.6	84.8	5.6	Medium	79	46.9
6981	School	Female	16	Urban	General	Private	English	4682	Graduate	10th	Yes	No	No	6	2	4.6	97	6.1	Low	91.3	64.6
6982	School	Female	16	Urban	OBC	Private	Hindi	20179	12th	10th	Yes	No	Yes	8	17.3	3.6	82.5	5.5	Low	75.4	48.6
6983	School	Male	17	Rural	ST	Private	English	15732	10th	No School	No	Yes	No	5	14.5	2.9	77	5	Low	81.4	53.5
6984	School	Female	16	Rural	OBC	Government	Hindi	22824	10th	12th	Yes	Yes	Yes	7	13.4	4.9	84.1	5.9	Medium	83.2	63.5
6985	School	Male	18	Rural	General	Private	Hindi	13760	12th	10th	No	No	No	8	16.8	4	81.3	5.3	Low	93.8	58.3
6986	School	Female	17	Rural	OBC	Government	Hindi	64899	10th	10th	Yes	Yes	Yes	7	15.7	2.5	79.8	7.5	Low	96.7	61.4
6987	School	Female	16	Rural	General	Private	Hindi	19307	No School	12th	No	No	No	5	10.7	2.2	78.5	5.9	Medium	68	39.1
6988	School	Male	14	Rural	SC	Government	Hindi	86081	Postgraduate	12th	Yes	No	No	7	5.6	3.9	85.2	6.4	Low	97.3	64.5
6989	School	Male	14	Rural	General	Government	English	27239	No School	12th	No	Yes	No	7	15.6	1.2	77.8	7.9	Low	82.6	55.1
6990	School	Female	15	Rural	SC	Private	Hindi	41980	Postgraduate	No School	Yes	Yes	No	3	8.5	2.3	74.9	5.3	Low	80.6	55.2
6991	School	Male	17	Urban	General	Government	Hindi	5552	10th	12th	Yes	No	No	6	9.8	3.3	72.9	6.1	Low	77.2	48.3
6992	School	Male	14	Urban	General	Government	Hindi	7180	Graduate	10th	Yes	No	No	4	10.4	5.1	76.4	7.6	Medium	98	70.8
6993	School	Male	14	Urban	OBC	Private	English	47588	12th	12th	Yes	Yes	No	4	1.5	4.9	75.8	6.6	Medium	79.8	59.1
6994	School	Female	17	Urban	OBC	Government	Hindi	36660	Graduate	12th	Yes	Yes	Yes	3	7.6	2.6	72	5.2	Low	73.6	53.6
6995	School	Female	14	Urban	OBC	Government	Hindi	13035	12th	10th	Yes	No	Yes	8	16.7	6.6	90.5	5.1	Medium	98	74.6
6996	School	Female	14	Rural	OBC	Government	Hindi	73332	12th	12th	Yes	Yes	No	6	16.8	4.2	75.4	7.4	Medium	98	69.3
6997	School	Male	15	Rural	General	Government	English	35596	12th	No School	Yes	No	No	5	16.1	4	96	5	Medium	84.5	53.8
6998	School	Male	14	Urban	SC	Government	Hindi	10453	12th	Graduate	Yes	Yes	No	6	7.4	3.8	94.1	5.4	Low	87.9	67.4
6999	School	Male	15	Urban	General	Government	Hindi	17072	10th	10th	Yes	Yes	No	6	12.1	4.8	79.5	8.2	Low	89.1	63.5
7000	School	Male	15	Rural	SC	Government	Hindi	20100	10th	10th	No	Yes	Yes	8	2.1	5.2	99	6.9	Low	97.1	75.3
7001	School	Male	18	Urban	OBC	Government	Hindi	33032	10th	12th	Yes	No	No	7	16.9	3.1	81.3	8.5	Low	82.7	52.6
7002	School	Male	15	Rural	OBC	Government	English	29156	Graduate	10th	Yes	Yes	Yes	5	10.4	5.5	70.2	8.2	Low	98	66.2
7003	School	Female	16	Rural	General	Government	Hindi	33706	12th	10th	Yes	No	Yes	7	1.9	3	75.6	8.2	Medium	80.9	54.8
7004	School	Female	16	Urban	OBC	Government	Hindi	7941	12th	10th	No	Yes	No	5	12.5	3	85.8	5.6	Low	81.3	51.1
7005	School	Female	17	Rural	SC	Government	English	17783	Graduate	No School	No	Yes	No	3	1.8	1.8	87.5	6.7	Medium	75.8	47.7
7006	School	Female	16	Rural	ST	Government	Hindi	22482	12th	Graduate	Yes	No	No	7	9.7	2.8	85.7	5.9	Medium	79.5	53.5
7007	School	Female	17	Rural	SC	Private	English	5830	Graduate	No School	Yes	Yes	No	7	1.7	1.2	78.6	6.3	Low	79.1	59.3
7008	School	Male	18	Urban	OBC	Private	English	18109	10th	Graduate	No	Yes	No	8	17.1	3.9	69.8	6.1	Low	71.8	54.2
7009	School	Male	14	Rural	SC	Private	Hindi	10815	12th	10th	No	Yes	Yes	8	2.2	2.7	87.7	7.1	Low	94.6	52.5
7010	School	Female	18	Urban	OBC	Private	English	24934	12th	Graduate	Yes	Yes	Yes	4	17.5	0.6	68.5	6	Medium	74.7	45.1
7011	School	Male	14	Rural	General	Government	Hindi	16137	10th	10th	Yes	Yes	No	8	4.6	5.2	84.9	7.3	Medium	98	70.1
7012	School	Female	18	Urban	OBC	Government	English	34517	10th	12th	No	Yes	Yes	4	16.5	1.9	70.4	5.7	Medium	93.7	52.7
7013	School	Female	16	Urban	OBC	Private	Hindi	93418	Graduate	Graduate	Yes	Yes	No	8	9.5	0.5	68.5	5.1	Low	55.2	45.5
7014	School	Female	18	Rural	SC	Government	Hindi	5126	10th	10th	No	No	No	5	14.8	1.5	77.5	5.6	Low	66.9	34.5
7015	School	Female	15	Urban	General	Private	Hindi	97935	Postgraduate	Graduate	Yes	Yes	No	4	2.3	2.2	78.1	5.2	Medium	81.6	62.1
7016	School	Male	14	Rural	OBC	Government	Hindi	99590	Graduate	Graduate	Yes	Yes	No	4	4.4	2.5	69.9	5.3	Low	78.6	59.1
7017	School	Female	14	Urban	ST	Government	Hindi	15101	10th	Graduate	Yes	Yes	No	5	16.6	3.9	71.1	8.7	Low	90.9	67.3
7018	School	Male	14	Urban	General	Government	Hindi	14284	Postgraduate	No School	Yes	Yes	No	6	1.7	1.3	87.5	5.9	Medium	71.5	57.3
7019	School	Male	16	Rural	SC	Government	Hindi	62485	No School	Graduate	Yes	Yes	Yes	4	7.1	1.9	86.4	6.4	Medium	75	50.7
7020	School	Female	16	Rural	General	Government	English	35321	12th	10th	Yes	Yes	No	7	12.2	1.5	83	8	Low	72.8	48.7
7021	School	Female	16	Rural	SC	Private	Hindi	84097	12th	12th	Yes	Yes	No	6	13.9	3.1	77.1	7.7	Low	80.8	59.6
7022	School	Male	15	Rural	OBC	Government	Hindi	34733	No School	Postgraduate	Yes	No	No	8	4.4	1.4	75.4	6.8	Low	74.3	42
7023	School	Male	15	Rural	General	Private	Hindi	166759	12th	Graduate	No	No	No	7	10.7	4.1	74.5	7.9	Medium	79.6	60.8
7024	School	Male	15	Rural	OBC	Government	English	8652	No School	10th	Yes	Yes	No	8	12.9	6.3	90.8	6.2	Medium	98	62.4
7025	School	Female	15	Rural	OBC	Private	English	198388	10th	12th	Yes	Yes	Yes	8	9.5	6.2	79.5	7.5	Medium	98	74.7
7026	School	Female	17	Rural	General	Government	English	42963	Graduate	12th	No	No	No	3	2.6	2.3	76.6	8.4	Low	76.1	45.3
7027	School	Female	14	Rural	SC	Government	Hindi	17567	Postgraduate	Graduate	Yes	Yes	No	6	10.1	5.2	68.9	5.4	Low	98	66.4
7028	School	Male	18	Rural	General	Government	Hindi	62011	12th	Graduate	No	No	No	7	13.6	5	88.4	5.3	Low	97.6	63.4
7029	School	Male	17	Urban	General	Government	English	7745	No School	No School	Yes	No	No	8	14.1	2.1	72.2	7.8	Low	93.9	56.6
7030	School	Female	18	Rural	ST	Private	English	14837	12th	10th	Yes	Yes	No	6	15.1	2.2	83.9	5.4	Medium	60.1	47.2
7031	School	Male	17	Rural	SC	Private	English	5266	12th	No School	No	Yes	No	6	14.8	1.7	74.6	8.6	Low	73.6	45.6
7032	School	Female	18	Urban	OBC	Government	English	6387	Graduate	Graduate	Yes	Yes	No	3	13.3	2.2	75.8	7.2	Low	79.7	60.5
7033	School	Female	16	Rural	OBC	Government	Hindi	23083	12th	No School	Yes	No	No	3	1.3	4.5	96.5	8.7	Low	90.7	67
7034	School	Male	15	Urban	General	Government	Hindi	16391	12th	Graduate	Yes	Yes	Yes	4	8.5	1.9	93.8	6.8	Low	86.4	59.6
7035	School	Female	14	Urban	General	Private	Hindi	15945	12th	10th	Yes	Yes	No	4	9.3	3.5	73.9	6.5	Low	84.6	60.2
7036	School	Male	14	Urban	ST	Government	Hindi	31686	10th	Postgraduate	Yes	Yes	No	4	13.4	2.6	72.3	8.1	Medium	81.3	50.5
7037	School	Female	17	Urban	OBC	Private	Hindi	4995	No School	Postgraduate	Yes	Yes	No	7	9.4	0.5	69.4	6.7	Low	63.9	44.8
7038	School	Female	17	Urban	General	Government	Hindi	66646	12th	Graduate	No	No	No	8	16.5	1.5	71.9	5.3	Medium	65.6	38.1
7039	School	Male	16	Urban	General	Government	Hindi	66870	10th	10th	Yes	Yes	No	3	9.7	4	75.2	7.9	Medium	88.4	60.8
7040	School	Female	16	Rural	General	Government	Hindi	27066	10th	12th	No	No	Yes	6	9.5	1.8	72.3	8.3	Medium	78.4	41.9
7041	School	Female	16	Rural	ST	Private	Hindi	156445	No School	10th	Yes	Yes	Yes	8	7.1	4.8	85.9	5.6	Low	97.5	75.8
7042	School	Male	17	Urban	SC	Private	Hindi	19267	Graduate	Graduate	Yes	No	No	7	12	2.2	73.8	7.8	Medium	72.1	45.5
7043	School	Male	18	Urban	General	Private	English	40582	No School	10th	Yes	No	No	8	0.8	2.9	70.6	5.7	Medium	98	55.5
7044	School	Male	16	Urban	SC	Government	Hindi	28596	12th	10th	No	Yes	Yes	8	4.4	1	77.7	5.1	Low	58.2	37.6
7045	School	Female	18	Rural	OBC	Government	Hindi	13560	No School	No School	Yes	Yes	Yes	3	3.6	3.4	79.7	6.5	Low	94.3	53.5
7046	School	Female	14	Urban	OBC	Government	Hindi	5324	10th	10th	No	No	No	8	4	3.2	85.5	7.7	Low	95.9	53
7047	School	Female	15	Urban	OBC	Government	Hindi	13700	Postgraduate	No School	Yes	No	No	4	10	3.6	86.9	8.3	Low	78.7	54.4
7048	School	Male	14	Rural	General	Private	English	47212	Graduate	10th	Yes	Yes	No	5	4	4.2	81.9	7.7	Medium	92.9	61.5
7049	School	Female	15	Rural	General	Government	Hindi	5381	10th	12th	Yes	No	Yes	6	16	5.3	78.2	8.9	Low	98	63
7050	School	Male	17	Rural	General	Private	Hindi	16027	No School	No School	No	Yes	No	7	12.1	4.7	79	8.2	Low	83.4	53.3
7051	School	Female	16	Urban	OBC	Government	Hindi	12798	Graduate	10th	Yes	No	No	7	4.8	3.4	77.1	5.3	Low	87.1	57.7
7052	School	Male	16	Urban	ST	Government	Hindi	15193	12th	10th	Yes	No	Yes	3	14.7	3.4	72.2	7.2	Low	85.2	54.2
7053	School	Male	15	Urban	General	Government	English	61753	10th	12th	Yes	Yes	Yes	3	12.1	2.3	78.7	6.8	Low	79.5	54.4
7054	School	Male	17	Rural	General	Government	Hindi	17166	10th	Graduate	Yes	Yes	No	5	2.3	2.8	85.6	6.3	Medium	83.3	62.8
7055	School	Female	16	Rural	General	Government	Hindi	9111	No School	10th	Yes	No	Yes	4	12.7	3.6	84	6	Medium	84.6	51.4
7056	School	Female	14	Rural	OBC	Government	Hindi	42805	10th	12th	Yes	No	Yes	6	16.9	3.2	79.2	6.2	Low	79.4	60.1
7057	School	Female	17	Rural	General	Government	Hindi	39240	12th	No School	Yes	No	Yes	7	6.2	2.7	67.9	7.9	Medium	76.2	43
7058	School	Male	14	Urban	General	Private	English	30790	No School	Graduate	Yes	Yes	Yes	8	4.8	3.4	82	5.1	Low	79.2	59.3
7059	School	Male	17	Urban	General	Private	English	24810	12th	No School	Yes	No	Yes	3	14.3	4.5	75.5	5.6	Low	95.3	59.4
7060	School	Male	15	Rural	General	Private	Hindi	102257	12th	Postgraduate	No	Yes	No	7	14.8	5.4	71.8	6.3	Low	84.9	64.4
7061	School	Female	15	Urban	General	Government	Hindi	4471	10th	Graduate	Yes	No	No	5	8.4	3.8	78.7	6.5	Low	82.6	53.8
7062	School	Male	14	Rural	OBC	Government	English	59940	10th	12th	Yes	Yes	No	8	8	5.2	88.5	8.4	Low	98	75.4
7063	School	Female	14	Urban	General	Government	Hindi	40912	10th	12th	Yes	No	No	7	8.4	2.3	80.5	5.1	Low	82.1	49.7
7064	School	Female	16	Rural	General	Government	Hindi	8777	12th	No School	Yes	No	Yes	7	4.3	2.5	78.8	6.5	Medium	71.8	44.9
7065	School	Female	17	Urban	OBC	Government	English	9364	12th	12th	Yes	Yes	Yes	4	16.6	5.1	75	5.6	Low	98	61
7066	School	Male	16	Urban	SC	Government	Hindi	40675	12th	Graduate	Yes	Yes	No	3	15.5	2	73	6.8	Medium	71.3	60.2
7067	School	Male	17	Rural	OBC	Government	English	46683	10th	Postgraduate	Yes	Yes	No	6	5.3	2.8	94.8	6.1	Low	85.7	61.5
7068	School	Male	18	Rural	OBC	Private	English	180424	Graduate	10th	Yes	Yes	No	8	11	4	70.7	7.7	Medium	91.7	70.4
7069	School	Male	14	Urban	OBC	Private	Hindi	7369	10th	12th	No	Yes	Yes	3	14	1.9	68.6	7.5	Low	86.4	56
7070	School	Male	17	Rural	OBC	Government	Hindi	7489	12th	No School	Yes	No	Yes	3	5.2	3.7	71.7	7.4	Medium	98	47.5
7071	School	Male	16	Urban	OBC	Private	Hindi	18675	Graduate	10th	Yes	Yes	No	4	4.8	1.4	72.9	5.7	Low	63.3	46.7
7072	School	Female	15	Urban	OBC	Government	Hindi	4660	10th	Graduate	Yes	Yes	No	6	11.5	3.5	84.4	6.7	Medium	83.9	64.9
7073	School	Female	16	Rural	OBC	Government	Hindi	19109	Postgraduate	Graduate	Yes	No	Yes	5	4.9	3.6	83.7	8.6	Low	83	57.5
7074	School	Male	18	Rural	ST	Government	English	125466	12th	No School	No	No	No	6	15.6	4.3	71.4	5.1	Low	97.6	57.5
7075	School	Male	15	Rural	OBC	Private	Hindi	29183	12th	10th	No	No	Yes	8	1.1	4.1	75.6	6.9	Low	96.2	57.3
7076	School	Male	17	Urban	ST	Private	English	15296	12th	12th	Yes	Yes	Yes	7	13.1	3.7	87.2	6.5	Low	98	70.8
7077	School	Female	15	Rural	General	Government	Hindi	15676	10th	10th	Yes	Yes	No	5	17.9	3.6	96.9	7.9	Low	98	59.2
7078	School	Male	14	Urban	OBC	Government	Hindi	17840	12th	No School	Yes	Yes	Yes	8	16.4	3.3	67.4	8.5	Medium	77	56
7079	School	Male	16	Urban	SC	Private	Hindi	11138	12th	10th	No	No	No	6	11.5	3.9	72.9	5.4	Low	80.3	50.5
7080	School	Female	18	Urban	General	Government	Hindi	80524	10th	No School	Yes	Yes	No	5	12	2.2	72.5	8.3	Medium	84.5	55.3
7081	School	Male	14	Urban	SC	Government	Hindi	57048	Graduate	No School	Yes	Yes	No	3	17.7	5.2	77.6	6.4	Low	87.4	62.5
7082	School	Female	17	Rural	ST	Government	Hindi	25990	Graduate	12th	Yes	No	No	6	8	3.3	79.1	6.9	Low	86.8	51.1
7083	School	Male	15	Rural	General	Government	Hindi	25840	Postgraduate	12th	Yes	Yes	No	8	5.5	1	58.7	5.3	Low	60.9	44.2
7084	School	Male	14	Rural	SC	Government	English	9886	Postgraduate	10th	Yes	Yes	No	6	1.5	2.5	77.4	7	Low	64.6	52.2
7085	School	Male	18	Rural	General	Government	English	94842	Graduate	Graduate	Yes	No	No	8	3.4	1.2	69.5	5.5	Medium	79.4	52.5
7086	School	Male	16	Urban	OBC	Government	Hindi	21399	12th	Graduate	No	Yes	No	5	3.4	5.1	82.1	5.1	Low	98	64.9
7087	School	Female	17	Rural	SC	Government	English	58790	Postgraduate	10th	Yes	No	Yes	6	4.5	3.3	78.5	8.4	Low	96.5	61.2
7088	School	Male	17	Rural	OBC	Private	English	16809	No School	No School	No	Yes	Yes	8	3	2.9	75.2	8.9	Low	87.4	55.9
7089	School	Female	14	Rural	OBC	Government	English	8109	No School	10th	No	Yes	Yes	8	6.8	3.8	84.6	8.3	Low	79.2	49.6
7090	School	Male	15	Rural	General	Government	Hindi	74322	Graduate	No School	Yes	Yes	No	8	11.3	3.8	77.4	7.4	Medium	97.1	59.8
7091	School	Female	17	Urban	OBC	Government	Hindi	12832	Postgraduate	10th	Yes	No	No	6	17.7	2.9	71.3	5.1	Low	86.1	51.4
7092	School	Male	16	Urban	OBC	Government	Hindi	94969	Graduate	No School	Yes	No	No	8	13.8	3	68.9	6.2	Low	85.9	55
7093	School	Female	15	Rural	SC	Government	English	32218	12th	12th	Yes	Yes	Yes	5	5	1.7	78.4	6.1	Low	66.7	48.1
7094	School	Male	18	Rural	SC	Government	Hindi	12670	12th	No School	Yes	Yes	Yes	4	3.5	4.3	67.8	6.7	Low	90.3	61.1
7095	School	Male	17	Urban	General	Private	Hindi	13030	Graduate	Graduate	No	Yes	No	7	1.5	0.5	72.2	8.8	Low	93	54.8
7096	School	Female	15	Rural	General	Government	English	10869	10th	No School	Yes	No	Yes	8	14.2	4.8	81.3	8.5	Low	92	56.8
7097	School	Male	14	Urban	OBC	Private	Hindi	11411	12th	No School	Yes	No	No	5	9.4	1.5	84.3	5.5	Low	84.3	49.2
7098	School	Male	18	Urban	General	Private	Hindi	6186	Postgraduate	No School	Yes	Yes	Yes	5	10.9	1.5	75.3	5	Low	79.3	51.7
7099	School	Male	15	Rural	OBC	Government	Hindi	22362	12th	10th	No	Yes	No	8	6.1	5.2	95.4	6.6	Medium	98	67.8
7100	School	Male	14	Urban	OBC	Government	English	84586	Graduate	No School	Yes	Yes	No	6	15.2	2.3	68.2	5.9	Low	82.6	55.9
7101	School	Male	18	Urban	OBC	Government	Hindi	41922	10th	No School	Yes	No	Yes	6	14.5	2.1	55.5	5.7	Low	68.8	38.4
7102	School	Female	15	Rural	General	Private	Hindi	24213	Postgraduate	10th	Yes	No	No	8	7.5	2.4	85.7	5.2	Low	93.9	57.2
7103	School	Male	15	Urban	OBC	Private	Hindi	7907	10th	10th	No	Yes	No	5	13.9	4.6	90.2	8.6	Low	98	64.8
7104	School	Female	18	Rural	OBC	Private	Hindi	19943	12th	No School	Yes	Yes	No	3	15.7	3.6	81.9	8.3	Low	77.7	57.5
7105	School	Female	18	Rural	OBC	Government	Hindi	81103	10th	12th	Yes	No	Yes	4	5.4	0.5	76.1	6.3	Low	65.3	42.2
7106	School	Female	18	Rural	OBC	Government	Hindi	7888	12th	12th	Yes	Yes	No	6	5	1.6	85	7.8	Low	78	52.2
7107	School	Female	16	Rural	General	Government	Hindi	18096	10th	12th	No	No	No	3	11.9	2	72.6	6.2	Low	65.7	35.5
7108	School	Male	15	Rural	OBC	Government	English	35701	No School	10th	Yes	Yes	No	4	7.8	4.8	78.3	6.2	Low	93.2	64.6
7109	School	Male	16	Urban	ST	Government	English	13946	10th	12th	Yes	No	No	7	9.1	3.4	87.9	5.1	Medium	85.7	54.6
7110	School	Male	15	Urban	OBC	Government	Hindi	9579	10th	10th	Yes	Yes	Yes	4	1.5	5	87.4	6	Medium	98	67.5
7111	School	Male	17	Urban	SC	Private	Hindi	40301	Graduate	Graduate	Yes	Yes	No	8	9	1.7	69.3	6.2	Low	63.8	52.1
7112	School	Female	18	Urban	General	Government	English	18474	12th	12th	Yes	Yes	Yes	5	2.1	4.2	92.1	8.7	Medium	93.2	68.7
7113	School	Male	14	Urban	General	Government	Hindi	5380	Graduate	No School	Yes	Yes	Yes	6	9.7	3.6	66.3	5	Low	83	54
7114	School	Male	16	Urban	SC	Government	Hindi	8339	No School	Graduate	Yes	Yes	No	4	3.1	1.5	77	8.7	Low	65.8	50.4
7115	School	Male	16	Urban	OBC	Government	Hindi	90474	10th	12th	Yes	No	No	4	18	3.9	82.1	8.3	Low	95.7	61.5
7116	School	Male	18	Urban	OBC	Government	Hindi	49751	10th	10th	No	Yes	Yes	5	12.6	5	86.5	5.3	Low	98	64.9
7117	School	Female	17	Rural	SC	Government	Hindi	20748	No School	No School	Yes	No	No	5	5.4	3.2	85.7	7.5	Low	90.4	46.9
7118	School	Male	14	Urban	SC	Private	English	151792	12th	10th	Yes	Yes	No	5	2.5	4.7	74.2	5.1	Low	88.1	69.3
7119	School	Female	17	Rural	OBC	Government	Hindi	12492	10th	No School	Yes	Yes	No	3	10	3.5	63.9	5.9	Medium	77.1	45.7
7120	School	Male	14	Rural	General	Government	Hindi	44186	12th	Graduate	Yes	No	Yes	6	5.1	1.7	88.3	7.4	Low	77	52.2
7121	School	Female	16	Urban	General	Government	Hindi	4255	Graduate	10th	Yes	No	No	4	10.7	4.2	93.7	8.6	Low	87.4	66.1
7122	School	Male	16	Rural	ST	Private	English	18231	Postgraduate	Graduate	No	Yes	No	5	13.3	3.2	89.2	8.6	Low	84.8	61.5
7123	School	Male	14	Rural	SC	Government	English	13513	Graduate	Graduate	No	No	Yes	7	5.9	1.7	69.5	5.2	Low	75.7	41.4
7124	School	Male	16	Rural	OBC	Government	English	80413	10th	10th	Yes	Yes	Yes	3	12.2	4.2	66.9	6	Low	85.5	55.5
7125	School	Male	17	Rural	SC	Private	English	8198	Postgraduate	No School	Yes	Yes	Yes	3	16.8	3.1	67	8.5	Low	86.5	56.7
7126	School	Male	15	Rural	SC	Government	Hindi	7585	Postgraduate	10th	Yes	No	Yes	5	4.7	2.5	75.8	7.6	Medium	86.9	45.9
7127	School	Male	15	Urban	OBC	Government	Hindi	34965	12th	No School	Yes	No	No	8	10.9	3.1	79.8	6.3	Low	77.9	47.8
7128	School	Male	17	Urban	General	Private	English	68157	Postgraduate	No School	No	No	No	7	17.3	5.2	84.2	6.1	Low	98	63.6
7129	School	Male	18	Urban	General	Private	Hindi	8431	10th	Graduate	Yes	No	No	6	17	3.7	71.4	5.1	Medium	90.3	58.8
7130	School	Male	18	Rural	General	Private	Hindi	24560	10th	No School	No	No	No	4	3.3	4.7	88.4	7	Medium	73.6	49.8
7131	School	Male	16	Urban	General	Private	English	16041	10th	12th	Yes	No	No	7	15.6	3	87	7	Low	80.2	58.1
7132	School	Male	15	Urban	OBC	Government	Hindi	116057	10th	12th	Yes	Yes	No	4	9.9	3.8	91.4	7.5	Low	82.6	59.7
7133	School	Male	14	Rural	General	Private	English	17219	12th	Graduate	Yes	No	No	3	15.2	2.8	72.8	5.3	Low	73.9	53.9
7134	School	Male	14	Urban	General	Government	Hindi	49693	Graduate	12th	No	Yes	No	3	5.3	2.6	76	5	Low	95.5	57.6
7135	School	Male	16	Rural	OBC	Government	Hindi	26119	12th	No School	Yes	No	No	5	16.8	5.1	76.5	5.1	Low	87.5	58.8
