Student_ID,Education_Level,Gender,Age,Location,Category,Institute_Type,Medium,Monthly_Income_INR,Father_Education,Mother_Education,Internet_Access,Smartphone_Available,Laptop_Available,Tuition_Classes,Scholarship,Family_Size,Distance_To_Institute_KM,Study_Hours_Per_Day,Attendance_Percentage,Sleep_Hours,Stress_Level,Previous_Percentage,Final_Percentage
4275,College,Male,23,Rural,General,Private,Hindi,79745,10th,10th,Yes,Yes,No,No,No,6,5.3,4.2,88.2,5.4,Low,94.4,43.0
4276,College,Male,22,Urban,OBC,Government,English,7319,Graduate,12th,No,Yes,No,No,Yes,3,17.7,3.1,58.4,6.3,High,66.5,30.0
4277,College,Male,23,Rural,OBC,Government,Hindi,11807,10th,12th,Yes,Yes,No,Yes,No,6,6.6,3.5,73.8,4.7,Low,82.4,33.1
4278,College,Male,20,Urban,OBC,Government,Hindi,6587,12th,12th,Yes,Yes,No,No,No,8,11.3,1.3,70.0,6.4,Low,71.4,30.0
4279,College,Female,18,Urban,General,Private,Hindi,43240,10th,10th,Yes,Yes,Yes,Yes,No,4,2.5,2.7,72.9,6.7,Medium,80.5,42.3
4280,College,Male,18,Urban,General,Private,Hindi,8971,Graduate,10th,Yes,Yes,No,Yes,No,6,10.4,1.8,81.5,8.8,Low,83.6,34.1
4281,College,Male,17,Rural,OBC,Government,English,8823,12th,Graduate,No,Yes,Yes,Yes,No,6,12.6,1.6,58.4,4.8,High,79.1,31.0
4282,College,Male,21,Rural,General,Government,Hindi,7109,12th,12th,Yes,Yes,Yes,Yes,No,3,18.4,1.7,60.2,7.9,Low,75.9,32.4
4283,College,Male,18,Urban,General,Government,Hindi,17550,Graduate,12th,Yes,Yes,No,Yes,No,6,14.9,3.0,63.6,4.9,Medium,73.3,38.7
4284,College,Male,24,Rural,General,Private,Hindi,18425,12th,Graduate,Yes,Yes,Yes,No,Yes,4,14.8,3.3,73.8,4.8,Medium,98.0,40.0
4285,College,Female,18,Urban,OBC,Government,Hindi,10604,No School,10th,No,Yes,No,Yes,No,6,14.5,2.7,67.4,7.4,Low,75.6,30.0
4286,College,Female,20,Rural,SC,Government,Hindi,42516,Graduate,12th,No,Yes,No,Yes,Yes,4,7.1,2.5,74.1,4.7,Low,90.4,36.5
4287,College,Female,22,Urban,OBC,Private,Hindi,97801,No School,No School,Yes,Yes,No,No,No,3,12.4,4.5,62.5,6.6,Low,94.3,50.8
4288,College,Female,24,Rural,General,Government,English,17422,12th,No School,No,Yes,No,Yes,No,6,5.7,2.7,50.7,6.8,Medium,63.9,30.0
4289,College,Male,24,Urban,SC,Private,English,28690,12th,Postgraduate,Yes,Yes,No,No,No,3,7.7,4.7,67.2,4.6,Low,76.3,34.4
4290,College,Male,23,Rural,OBC,Government,Hindi,36880,12th,12th,Yes,Yes,No,No,Yes,5,10.3,6.3,69.7,8.7,Medium,98.0,46.3
4291,College,Female,17,Urban,General,Government,English,40068,10th,12th,No,Yes,Yes,No,No,5,7.8,2.7,74.2,5.4,Low,86.1,36.8
4292,College,Female,22,Rural,ST,Government,Hindi,10938,10th,No School,Yes,Yes,No,No,Yes,3,10.8,3.2,71.7,7.3,Medium,78.7,31.2
4293,College,Male,20,Urban,SC,Government,English,13749,10th,Postgraduate,Yes,Yes,No,No,Yes,8,19.4,4.9,73.5,5.6,Medium,91.7,42.3
4294,College,Male,19,Rural,SC,Government,Hindi,199787,Postgraduate,Graduate,Yes,Yes,Yes,Yes,No,3,14.7,4.1,75.9,7.5,Medium,98.0,67.3
4295,College,Male,18,Urban,OBC,Government,Hindi,88171,Postgraduate,10th,Yes,Yes,No,Yes,No,6,18.8,3.4,54.4,8.9,Medium,98.0,49.3
4296,College,Male,22,Rural,General,Government,Hindi,35660,12th,10th,Yes,Yes,Yes,Yes,Yes,5,19.6,0.8,67.6,5.3,Medium,64.4,30.5
4297,College,Male,22,Urban,SC,Government,Hindi,80936,12th,10th,Yes,Yes,Yes,No,No,6,1.2,4.1,66.7,6.1,Low,88.4,50.6
4298,College,Male,18,Urban,General,Government,Hindi,49986,Graduate,10th,Yes,Yes,No,Yes,No,3,17.7,4.6,81.4,7.3,Low,93.5,51.3
4299,College,Male,20,Rural,General,Private,English,49798,12th,12th,No,Yes,No,No,Yes,8,12.8,2.9,65.5,6.9,Medium,75.9,34.1
4300,College,Male,19,Rural,General,Government,English,42680,12th,10th,Yes,Yes,Yes,No,No,5,6.1,4.0,76.4,6.0,Medium,95.8,45.0
4301,College,Male,17,Rural,ST,Government,Hindi,20248,Postgraduate,Postgraduate,No,Yes,Yes,Yes,No,8,10.4,1.9,64.0,8.2,Low,61.5,31.5
4302,College,Female,23,Urban,OBC,Government,Hindi,40987,No School,12th,Yes,Yes,Yes,Yes,No,5,9.9,2.0,68.8,6.7,Low,83.8,31.8
4303,College,Female,23,Rural,General,Government,English,33418,Graduate,Graduate,Yes,Yes,Yes,No,Yes,7,16.5,3.8,66.4,8.0,Low,78.5,39.8
4304,College,Female,24,Rural,OBC,Government,English,4997,10th,10th,Yes,No,Yes,Yes,Yes,8,11.1,2.4,68.2,8.0,Medium,70.2,32.8
4305,College,Female,24,Urban,OBC,Government,English,8526,10th,12th,Yes,Yes,No,No,Yes,8,7.3,5.4,93.9,6.4,Medium,94.4,43.0
4306,College,Male,24,Urban,General,Private,English,7456,No School,12th,Yes,Yes,Yes,Yes,No,7,18.9,3.8,89.9,6.1,Low,95.2,40.6
4307,College,Male,18,Urban,OBC,Government,Hindi,62395,12th,No School,Yes,Yes,No,No,No,6,5.0,2.6,67.0,4.5,Medium,87.5,40.1
4308,College,Male,18,Urban,OBC,Private,Hindi,19086,12th,10th,No,Yes,Yes,Yes,No,4,5.1,3.5,79.3,6.0,Medium,83.2,35.1
4309,College,Male,19,Urban,SC,Private,Hindi,12065,10th,Graduate,No,Yes,Yes,No,No,6,18.8,2.7,65.1,7.0,Low,76.6,30.1
4310,College,Female,18,Urban,SC,Government,Hindi,7288,10th,12th,No,Yes,Yes,Yes,No,3,7.9,2.4,70.1,5.5,Medium,73.1,30.0
4311,College,Male,22,Rural,ST,Government,Hindi,8864,Graduate,Postgraduate,No,Yes,No,No,No,5,19.6,3.8,78.4,9.0,Medium,69.1,30.0
4312,College,Male,19,Urban,OBC,Private,Hindi,24093,12th,12th,Yes,Yes,No,Yes,No,4,5.0,1.2,67.6,8.7,Medium,65.8,30.0
4313,College,Female,22,Rural,SC,Private,English,18862,12th,No School,Yes,No,No,No,Yes,6,18.1,6.2,79.7,6.5,Medium,89.9,42.4
4314,College,Male,20,Urban,General,Private,Hindi,6693,12th,12th,Yes,Yes,No,No,Yes,7,16.3,3.8,64.0,5.3,Low,73.3,31.7
4315,College,Female,18,Urban,General,Government,Hindi,12364,Postgraduate,Graduate,Yes,Yes,No,Yes,No,8,1.3,0.5,74.8,8.8,Low,80.8,32.9
4316,College,Female,20,Rural,SC,Private,Hindi,5399,10th,10th,Yes,Yes,Yes,Yes,Yes,4,15.9,2.5,68.8,6.7,Low,78.8,35.1
4317,College,Female,19,Urban,SC,Private,English,12799,10th,10th,Yes,Yes,Yes,No,Yes,7,18.5,1.5,53.1,4.6,High,80.4,30.0
4318,College,Female,24,Urban,General,Private,Hindi,37440,Graduate,12th,No,Yes,No,No,No,4,2.6,3.0,85.6,8.1,Low,79.9,32.5
4319,College,Male,22,Rural,General,Private,Hindi,5275,Graduate,Graduate,Yes,Yes,Yes,Yes,Yes,4,16.5,2.6,65.1,5.0,Low,69.9,30.0
4320,College,Male,19,Rural,ST,Government,Hindi,134885,Graduate,No School,Yes,Yes,Yes,Yes,No,4,15.8,6.1,66.3,6.4,Medium,98.0,63.0
4321,College,Female,21,Urban,OBC,Private,Hindi,21403,No School,12th,Yes,Yes,Yes,No,No,8,11.2,5.6,71.3,6.6,Low,96.9,42.2
4322,College,Female,22,Urban,OBC,Government,Hindi,21433,10th,12th,Yes,Yes,Yes,Yes,No,4,16.3,2.2,71.4,7.9,Medium,89.4,40.2
4323,College,Female,22,Rural,General,Government,Hindi,9128,12th,12th,No,Yes,Yes,Yes,No,6,6.8,3.7,79.3,5.5,Low,79.1,32.1
4324,College,Male,22,Urban,General,Government,Hindi,16032,Graduate,Graduate,Yes,Yes,No,No,Yes,7,6.5,3.4,85.1,5.2,Low,81.7,33.5
4325,College,Female,19,Rural,SC,Government,Hindi,10446,12th,12th,Yes,Yes,Yes,No,Yes,6,4.0,4.3,61.3,8.7,Low,75.1,30.0
4326,College,Female,23,Urban,General,Private,Hindi,43911,Postgraduate,10th,Yes,Yes,Yes,Yes,No,4,13.2,2.1,89.0,6.0,Low,65.6,34.2
4327,College,Male,24,Urban,SC,Government,English,15689,10th,Graduate,Yes,Yes,No,No,Yes,4,8.2,2.1,51.3,5.5,Low,79.0,30.0
4328,College,Female,17,Rural,General,Government,Hindi,70682,Graduate,Graduate,No,Yes,Yes,Yes,Yes,8,1.4,3.2,78.3,7.5,Low,83.1,42.9
4329,College,Female,18,Rural,OBC,Private,Hindi,4656,12th,12th,No,Yes,No,Yes,No,4,2.0,5.2,96.0,4.7,Low,98.0,40.8
4330,College,Female,19,Rural,General,Government,English,38370,10th,No School,No,Yes,No,Yes,No,6,10.1,2.7,83.5,8.1,Medium,95.1,36.5
4331,College,Male,17,Urban,OBC,Government,English,22548,10th,Graduate,Yes,Yes,Yes,No,No,4,18.8,3.5,68.7,6.5,Medium,92.0,39.8
4332,College,Female,20,Urban,OBC,Private,Hindi,48134,10th,No School,Yes,Yes,No,No,No,3,9.2,2.3,48.9,5.5,Medium,74.5,33.5
4333,College,Female,23,Rural,General,Government,Hindi,12927,10th,10th,No,Yes,Yes,No,Yes,5,6.2,4.1,88.0,7.0,Low,96.9,37.3
4334,College,Female,18,Urban,General,Private,Hindi,12761,10th,Postgraduate,Yes,No,No,No,No,3,9.5,2.9,60.2,6.8,Low,81.0,37.9
4335,College,Female,24,Urban,OBC,Private,Hindi,46406,10th,No School,No,Yes,No,Yes,No,3,13.9,4.2,72.0,4.8,Low,95.6,37.9
4336,College,Female,21,Urban,General,Government,Hindi,35850,12th,10th,Yes,No,No,No,Yes,4,6.7,3.6,91.8,4.7,Medium,97.6,39.9
4337,College,Male,23,Urban,OBC,Government,Hindi,16418,12th,Graduate,Yes,Yes,Yes,Yes,Yes,5,9.6,3.6,58.4,4.7,Medium,76.6,39.3
4338,College,Female,22,Urban,General,Government,Hindi,7452,Graduate,10th,Yes,Yes,Yes,No,No,5,17.7,3.6,82.3,7.1,Medium,82.8,36.6
4339,College,Male,24,Urban,SC,Government,English,20121,12th,12th,Yes,Yes,No,Yes,No,5,17.2,2.8,56.2,7.0,Medium,71.8,30.0
4340,College,Female,20,Urban,OBC,Government,Hindi,68986,12th,No School,No,Yes,Yes,Yes,No,7,19.3,2.8,58.5,4.8,Medium,79.4,45.4
4341,College,Female,23,Urban,OBC,Government,Hindi,22925,Graduate,10th,Yes,Yes,Yes,Yes,No,7,1.3,3.4,87.8,7.8,Low,96.3,42.2
4342,College,Male,19,Rural,General,Government,English,24942,12th,12th,Yes,Yes,Yes,No,Yes,5,1.3,2.5,80.0,5.6,Medium,77.9,38.4
4343,College,Male,19,Rural,General,Government,Hindi,176798,12th,No School,Yes,Yes,Yes,Yes,Yes,6,15.1,6.1,83.0,8.4,Medium,98.0,69.2
4344,College,Male,17,Urban,General,Government,English,33213,No School,12th,No,Yes,Yes,Yes,No,5,8.3,4.9,72.2,7.2,Medium,98.0,45.9
4345,College,Female,18,Urban,OBC,Government,Hindi,38783,No School,Graduate,No,Yes,No,No,No,5,12.5,1.8,77.5,8.2,Medium,85.1,34.2
4346,College,Male,20,Urban,General,Government,English,12852,Graduate,Graduate,Yes,Yes,No,No,No,3,1.0,1.5,68.7,4.9,Medium,68.4,30.0
4347,College,Female,20,Rural,OBC,Private,Hindi,21315,12th,Postgraduate,Yes,Yes,No,Yes,No,3,14.3,2.9,79.5,6.3,Low,83.3,31.3
4348,College,Female,24,Urban,General,Government,Hindi,23296,12th,No School,Yes,Yes,Yes,Yes,No,5,5.0,3.8,80.1,6.6,Medium,80.5,38.4
4349,College,Female,21,Rural,SC,Government,Hindi,5645,10th,Graduate,Yes,Yes,Yes,No,No,4,14.5,4.3,64.9,7.5,Medium,91.2,37.5
4350,College,Female,19,Rural,OBC,Government,Hindi,57751,Graduate,10th,Yes,Yes,No,No,No,8,1.4,4.2,75.1,6.0,Medium,87.6,42.8
4351,College,Male,21,Rural,OBC,Private,Hindi,15368,No School,10th,Yes,Yes,No,Yes,No,8,9.5,2.2,71.4,6.3,Medium,79.3,35.3
4352,College,Male,18,Rural,OBC,Government,Hindi,22063,12th,Graduate,Yes,Yes,Yes,No,No,7,16.5,1.4,49.5,8.9,Low,73.4,30.0
4353,College,Male,21,Urban,SC,Government,Hindi,24932,No School,10th,Yes,Yes,No,No,Yes,5,10.5,1.6,57.3,6.1,Low,71.8,30.0
4354,College,Male,20,Rural,General,Private,Hindi,6466,Graduate,No School,Yes,Yes,No,Yes,No,5,4.6,1.6,76.1,8.7,Medium,74.2,31.8
4355,College,Male,24,Rural,OBC,Private,Hindi,82192,Graduate,Graduate,Yes,Yes,Yes,Yes,No,5,12.1,2.5,61.1,8.1,Medium,92.2,43.0
4356,College,Male,17,Urban,OBC,Government,Hindi,113101,Graduate,No School,Yes,Yes,Yes,Yes,No,7,12.5,3.9,83.2,7.1,Low,98.0,52.9
4357,College,Male,21,Urban,General,Private,English,5570,No School,10th,Yes,Yes,No,Yes,No,5,13.9,2.9,75.8,6.8,Low,79.8,33.1
4358,College,Male,17,Rural,OBC,Government,Hindi,22742,No School,12th,Yes,Yes,No,No,No,4,0.8,3.5,94.6,5.0,Low,84.1,33.5
4359,College,Female,24,Rural,General,Private,Hindi,9385,10th,12th,Yes,Yes,Yes,No,No,4,13.9,5.0,68.5,4.6,Medium,83.0,36.4
4360,College,Female,22,Rural,SC,Government,English,9834,12th,10th,No,Yes,No,Yes,Yes,6,5.1,3.4,81.8,5.6,Low,84.5,34.1
4361,College,Female,24,Urban,OBC,Government,Hindi,43149,Postgraduate,10th,Yes,Yes,No,Yes,No,3,2.7,3.5,72.7,6.6,Medium,93.2,44.3
4362,College,Female,20,Rural,General,Government,Hindi,69294,Graduate,No School,Yes,Yes,No,No,No,5,8.4,4.5,63.9,7.3,Medium,82.6,39.3
4363,College,Female,22,Urban,OBC,Private,Hindi,5229,No School,12th,Yes,Yes,Yes,No,Yes,3,12.0,3.4,56.2,4.9,High,72.3,35.1
4364,College,Female,20,Rural,ST,Government,Hindi,74440,Graduate,12th,No,Yes,Yes,Yes,No,5,5.3,2.2,77.3,5.3,Low,94.0,43.1
4365,College,Female,18,Urban,OBC,Government,Hindi,40761,No School,12th,Yes,Yes,Yes,Yes,Yes,5,19.8,3.4,81.0,9.0,Medium,67.0,38.8
4366,College,Male,18,Rural,General,Government,Hindi,18888,12th,10th,No,Yes,No,No,No,7,16.6,3.1,67.7,5.3,Medium,80.2,30.7
4367,College,Female,24,Rural,OBC,Government,Hindi,40086,Graduate,12th,No,Yes,Yes,Yes,No,6,11.4,4.6,81.8,6.9,Low,98.0,48.4
4368,College,Male,19,Rural,OBC,Private,Hindi,16724,Graduate,Graduate,No,Yes,No,Yes,No,5,10.5,1.8,71.9,4.8,Low,77.3,32.4
4369,College,Male,17,Rural,OBC,Government,Hindi,47830,Graduate,10th,Yes,Yes,No,No,No,8,2.5,2.2,79.1,4.9,Low,88.3,34.0
4370,College,Female,18,Rural,SC,Government,Hindi,20578,No School,Postgraduate,Yes,Yes,Yes,No,No,7,2.7,2.7,86.3,7.8,Medium,87.9,33.9
4371,College,Female,19,Rural,OBC,Government,Hindi,16046,Graduate,Graduate,Yes,Yes,No,No,Yes,4,11.7,3.4,59.9,5.6,Medium,84.7,40.8
4372,College,Male,24,Rural,OBC,Government,English,39568,12th,12th,Yes,Yes,Yes,Yes,No,7,9.4,3.4,80.7,5.9,Medium,80.0,41.4
4373,College,Female,23,Rural,SC,Private,Hindi,4185,12th,10th,No,Yes,No,Yes,Yes,8,10.7,5.3,68.9,5.9,Medium,97.2,33.8
4374,College,Male,20,Rural,OBC,Government,English,20496,Graduate,Graduate,Yes,Yes,Yes,Yes,No,3,1.4,6.0,90.6,5.7,Low,98.0,41.9
4375,College,Male,23,Rural,SC,Private,Hindi,12201,10th,12th,No,Yes,No,No,Yes,8,10.2,3.3,53.9,7.0,High,75.2,31.7
4376,College,Female,17,Rural,General,Private,English,8927,No School,12th,Yes,Yes,Yes,Yes,No,6,16.5,5.8,63.4,4.8,Medium,98.0,40.8
4377,College,Female,18,Urban,OBC,Private,Hindi,9976,10th,12th,No,Yes,Yes,Yes,No,3,1.4,3.0,78.9,6.6,Low,92.1,45.6
4378,College,Male,20,Urban,General,Government,Hindi,46774,12th,No School,No,Yes,No,No,Yes,8,17.6,5.3,88.1,5.8,Low,96.9,40.6
4379,College,Male,20,Rural,SC,Private,Hindi,33229,12th,No School,Yes,No,No,No,Yes,3,7.8,5.0,95.5,5.0,Medium,98.0,43.9
4380,College,Male,17,Urban,SC,Private,English,92329,No School,No School,Yes,Yes,Yes,No,Yes,4,5.3,4.4,57.2,5.5,Low,98.0,51.6
4381,College,Male,19,Urban,General,Government,Hindi,47417,Graduate,No School,Yes,Yes,Yes,Yes,No,4,17.7,4.3,73.7,8.4,Low,90.4,46.9
4382,College,Female,24,Rural,General,Government,English,34043,12th,No School,Yes,Yes,No,No,Yes,3,11.9,3.5,65.1,8.5,Low,85.7,38.1
4383,College,Female,17,Rural,General,Private,Hindi,57500,10th,12th,Yes,No,No,No,No,3,11.4,3.9,80.1,8.3,Medium,98.0,42.9
4384,College,Male,24,Urban,SC,Government,English,97846,10th,No School,No,Yes,Yes,Yes,No,5,2.2,2.9,71.4,6.6,Low,90.3,50.2
4385,College,Male,23,Urban,General,Government,English,21373,No School,12th,Yes,Yes,No,Yes,No,7,7.1,2.7,70.4,9.0,Low,78.8,30.0
4386,College,Female,20,Urban,OBC,Government,Hindi,21597,10th,10th,No,Yes,Yes,Yes,Yes,4,14.6,2.6,67.5,4.7,Low,96.6,35.2
4387,College,Female,17,Urban,General,Government,Hindi,8292,No School,12th,Yes,Yes,Yes,Yes,No,3,16.0,1.3,76.9,8.4,Low,79.7,34.3
4388,College,Female,23,Rural,General,Government,Hindi,55983,No School,Graduate,Yes,No,No,No,Yes,4,18.6,3.6,72.6,7.0,Low,91.6,45.0
4389,College,Male,23,Rural,ST,Government,Hindi,45634,Postgraduate,10th,Yes,Yes,No,Yes,No,5,19.8,6.5,79.5,5.0,High,98.0,43.6
4390,College,Female,24,Rural,General,Government,Hindi,13696,Postgraduate,12th,Yes,Yes,Yes,Yes,No,8,19.7,3.7,85.4,7.3,Medium,84.7,42.6
4391,College,Male,21,Urban,OBC,Private,Hindi,7064,Graduate,12th,Yes,Yes,Yes,Yes,Yes,6,2.8,2.6,73.2,7.8,Medium,81.7,40.2
4392,College,Male,24,Urban,SC,Government,English,8606,12th,10th,Yes,Yes,Yes,Yes,Yes,8,2.4,2.0,63.0,4.8,Low,73.6,30.0
4393,College,Female,20,Rural,General,Private,Hindi,5185,12th,Graduate,Yes,Yes,No,Yes,No,6,1.4,3.6,69.4,7.2,Low,79.3,36.5
4394,College,Male,21,Urban,OBC,Government,Hindi,131093,12th,10th,Yes,Yes,Yes,Yes,No,4,17.4,3.6,82.4,8.0,Low,98.0,61.6
4395,College,Female,19,Urban,ST,Government,Hindi,11095,12th,10th,Yes,Yes,Yes,No,No,4,1.6,1.4,71.6,8.4,Low,48.7,30.0
4396,College,Female,22,Rural,General,Government,English,57447,No School,12th,No,Yes,No,No,Yes,5,11.2,3.4,90.5,4.7,Low,98.0,47.7
4397,College,Male,17,Rural,SC,Government,English,17651,10th,Postgraduate,Yes,Yes,Yes,No,Yes,3,15.0,3.3,49.8,7.0,Low,73.5,33.9
4398,College,Male,21,Urban,General,Government,Hindi,9743,No School,10th,Yes,Yes,Yes,Yes,No,3,2.3,4.9,94.1,7.2,Medium,98.0,43.3
4399,College,Male,17,Rural,SC,Government,English,18404,12th,Postgraduate,No,Yes,No,Yes,Yes,7,8.6,4.2,88.9,5.3,Low,89.5,40.8
4400,College,Female,23,Rural,OBC,Government,English,62154,10th,No School,No,Yes,No,No,Yes,6,1.5,4.9,90.1,6.2,Low,98.0,48.1
4401,College,Female,21,Rural,ST,Government,Hindi,25232,Postgraduate,12th,Yes,Yes,Yes,No,No,5,18.9,3.9,70.3,7.9,Low,73.6,30.0
4402,College,Female,21,Rural,General,Private,English,39379,Graduate,Graduate,No,Yes,No,Yes,No,3,12.0,6.0,84.2,8.2,Medium,98.0,43.8
4403,College,Male,23,Rural,OBC,Government,English,20679,Graduate,No School,Yes,Yes,No,No,No,5,1.6,4.8,88.5,8.1,Low,98.0,41.7
4404,College,Male,24,Rural,General,Private,Hindi,19040,Postgraduate,10th,No,Yes,No,No,No,5,3.9,3.3,86.0,4.9,Low,83.3,30.0
4405,College,Male,21,Urban,SC,Government,Hindi,36225,10th,10th,Yes,Yes,No,No,Yes,4,11.5,1.7,68.2,8.9,Medium,74.6,34.1
4406,College,Male,24,Urban,General,Government,English,99750,12th,No School,Yes,Yes,No,Yes,No,5,19.0,3.4,70.5,8.1,Medium,98.0,53.3
4407,College,Male,17,Rural,General,Private,Hindi,22714,Graduate,10th,No,Yes,No,Yes,No,6,4.8,4.1,91.3,7.2,Low,77.5,36.1
4408,College,Female,22,Rural,OBC,Government,Hindi,8284,10th,10th,Yes,Yes,No,Yes,Yes,3,2.1,4.5,73.3,6.2,Low,90.4,35.0
4409,College,Female,19,Rural,OBC,Government,English,42582,10th,No School,Yes,Yes,Yes,Yes,Yes,5,5.3,5.1,97.3,5.1,Medium,94.6,48.6
4410,College,Female,22,Rural,General,Government,Hindi,7912,Postgraduate,No School,No,Yes,No,Yes,Yes,6,3.7,4.9,67.9,6.9,Medium,90.8,34.3
4411,College,Male,18,Urban,OBC,Government,Hindi,23086,10th,10th,No,Yes,No,No,No,5,19.1,2.0,74.8,5.8,Low,60.3,30.0
4412,College,Male,24,Rural,OBC,Government,Hindi,126418,12th,10th,Yes,Yes,No,No,Yes,5,5.3,4.5,69.9,7.2,Medium,98.0,52.9
4413,College,Male,19,Urban,OBC,Private,Hindi,10061,10th,10th,Yes,Yes,Yes,Yes,No,6,6.8,3.5,80.0,5.6,Low,74.2,36.1
4414,College,Male,23,Rural,OBC,Government,Hindi,11307,12th,Postgraduate,Yes,Yes,No,No,No,6,2.0,1.7,62.7,8.2,Medium,69.3,30.0
4415,College,Female,19,Urban,OBC,Government,Hindi,67237,10th,Graduate,Yes,Yes,Yes,Yes,No,3,0.7,3.9,83.1,6.3,Low,91.2,52.9
4416,College,Female,21,Urban,General,Government,Hindi,75795,Graduate,Graduate,Yes,Yes,Yes,No,No,3,12.0,1.6,64.7,6.5,Medium,81.2,40.5
4417,College,Male,17,Urban,General,Government,Hindi,86782,Postgraduate,No School,Yes,Yes,Yes,No,No,6,3.5,3.7,80.3,9.0,Medium,98.0,56.1
4418,College,Male,20,Rural,General,Private,English,6621,Graduate,No School,No,Yes,No,Yes,No,7,2.5,2.8,70.0,6.1,Low,75.7,30.0
4419,College,Female,19,Urban,OBC,Government,Hindi,34605,Postgraduate,10th,Yes,Yes,No,No,No,7,4.1,2.8,84.3,6.1,Medium,96.5,38.9
4420,College,Female,21,Rural,General,Government,Hindi,17514,Graduate,10th,No,Yes,No,No,No,7,6.4,2.7,81.7,8.2,Low,68.4,30.0
4421,College,Female,19,Urban,General,Government,Hindi,12861,Graduate,12th,Yes,Yes,No,Yes,No,7,19.9,2.9,69.7,6.6,Low,83.2,38.5
4422,College,Female,21,Urban,SC,Private,English,71257,12th,12th,Yes,Yes,Yes,No,Yes,8,11.5,1.6,59.9,4.8,Medium,76.3,39.6
4423,College,Male,19,Rural,SC,Private,English,8532,Graduate,10th,Yes,Yes,No,Yes,Yes,7,9.2,2.8,67.0,7.5,Medium,84.4,32.5
4424,College,Male,19,Rural,General,Private,English,40936,10th,10th,Yes,Yes,No,Yes,Yes,8,17.5,2.8,72.6,4.8,Medium,95.2,41.3
4425,College,Male,19,Urban,OBC,Government,Hindi,27745,Postgraduate,Graduate,Yes,Yes,No,No,No,7,13.2,4.1,61.1,5.9,Low,75.8,34.4
4426,College,Female,22,Rural,OBC,Private,Hindi,68752,10th,No School,No,No,Yes,No,Yes,3,12.9,5.6,72.9,7.8,Medium,88.5,45.7
4427,College,Female,19,Urban,OBC,Government,Hindi,10486,10th,No School,Yes,Yes,No,No,Yes,7,4.0,4.4,72.0,5.3,Low,80.4,34.4
4428,College,Male,24,Rural,OBC,Government,Hindi,13231,Graduate,10th,Yes,Yes,Yes,Yes,No,3,7.4,2.9,74.7,5.7,Low,79.8,38.2
4429,College,Female,24,Rural,OBC,Private,English,11338,Postgraduate,No School,Yes,Yes,No,No,No,8,12.7,3.9,70.9,4.7,Low,77.7,30.0
4430,College,Female,21,Rural,General,Government,Hindi,7017,Graduate,Graduate,Yes,Yes,No,No,Yes,5,12.8,2.9,53.9,4.5,High,71.4,30.0
4431,College,Male,22,Rural,ST,Government,Hindi,55500,12th,Graduate,Yes,Yes,Yes,Yes,No,6,8.2,3.2,76.9,5.0,Low,77.8,40.1
4432,College,Female,18,Rural,SC,Government,English,29968,12th,Graduate,Yes,Yes,Yes,Yes,No,3,3.5,4.6,85.4,8.6,Low,98.0,46.6
4433,College,Male,22,Rural,OBC,Government,Hindi,9129,10th,No School,Yes,Yes,No,Yes,No,7,13.4,5.6,72.4,5.6,Low,86.1,41.9
4434,College,Female,23,Rural,SC,Government,Hindi,10552,12th,No School,Yes,Yes,Yes,Yes,No,4,14.3,3.1,84.6,4.8,Low,64.0,31.0
4435,College,Female,19,Urban,OBC,Private,Hindi,156964,No School,10th,Yes,Yes,No,No,No,5,19.3,2.8,71.5,8.9,Low,98.0,61.1
4436,College,Male,22,Urban,SC,Private,English,77440,Graduate,10th,Yes,Yes,No,Yes,Yes,5,10.2,4.8,81.2,8.1,Low,92.2,48.9
4437,College,Male,22,Urban,OBC,Private,Hindi,24537,10th,12th,Yes,Yes,No,Yes,Yes,5,1.9,3.7,69.2,8.0,Low,79.3,37.3
4438,College,Female,19,Urban,General,Government,Hindi,23049,10th,Postgraduate,Yes,Yes,No,Yes,No,8,12.7,4.1,73.8,5.5,Medium,84.6,37.3
4439,College,Male,19,Urban,General,Government,Hindi,39419,12th,No School,Yes,Yes,No,No,No,8,17.9,3.4,72.4,6.4,Low,91.2,40.1
4440,College,Female,22,Rural,SC,Government,Hindi,78775,10th,12th,Yes,Yes,Yes,No,No,4,17.8,2.7,69.8,8.9,Low,91.9,50.2
4441,College,Male,19,Urban,ST,Government,English,44474,12th,No School,Yes,Yes,No,Yes,No,8,17.0,3.2,80.5,8.6,Medium,94.5,37.0
4442,College,Female,19,Rural,OBC,Private,Hindi,9099,12th,Postgraduate,Yes,Yes,No,Yes,No,3,10.1,2.1,81.0,7.0,Low,74.2,32.3
4443,College,Female,24,Urban,SC,Government,Hindi,32109,10th,12th,Yes,Yes,No,No,No,8,17.4,4.4,67.3,7.2,Low,98.0,38.8
4444,College,Male,20,Rural,OBC,Government,English,48862,10th,12th,Yes,Yes,Yes,Yes,No,3,0.9,4.1,83.6,5.6,Low,81.9,41.0
4445,College,Female,20,Rural,SC,Government,Hindi,68071,No School,10th,Yes,Yes,No,Yes,No,7,14.9,3.5,78.0,6.9,Low,93.6,46.5
4446,College,Female,19,Rural,OBC,Private,Hindi,81231,12th,No School,Yes,No,No,Yes,No,3,13.0,5.7,81.1,8.2,Low,98.0,51.9
