Student_ID,Name,Branch,Current_Year,Family_Income,Parent_Education,Resources_Access,Community_Involvement,Study_Hours_Week,Attendance_Rate,Stress_Level,Health_Status,CGPA,Performance_Category,Sem_1_GPA,Sem_2_GPA,Sem_3_GPA,Sem_4_GPA,Sem_5_GPA,Sem_6_GPA,Sem_7_GPA,Sem_8_GPA
STU_1599,Student_600,Mechanical,3,Middle,High School,No,High,34,85,Low,Average,9.39,Excellent,9.43,9.32,8.86,9.95,,,,
STU_1600,Student_601,Electronics,1,Middle,Master,Yes,Moderate,19,98,Low,Poor,7.68,Good,7.68,,,,,,,
STU_1601,Student_602,Information Technology,1,Middle,Master,Yes,Moderate,16,64,Low,Average,5.97,Average,5.97,,,,,,,
STU_1602,Student_603,Civil,1,High,Master,No,High,8,76,Moderate,Good,7.58,Good,7.58,,,,,,,
STU_1603,Student_604,Mechanical,1,Middle,PhD,Yes,High,15,85,Moderate,Average,9.45,Excellent,9.45,,,,,,,
STU_1604,Student_605,Information Technology,1,Low,PhD,Yes,High,19,72,Low,Poor,9.37,Excellent,9.37,,,,,,,
STU_1605,Student_606,Computer Science,2,High,PhD,No,Moderate,17,89,Low,Average,5.69,Average,5.1,6.28,,,,,,
STU_1606,Student_607,Electronics,2,High,High School,Yes,Low,13,95,Low,Good,9.44,Excellent,9.54,9.34,,,,,,
STU_1607,Student_608,Information Technology,3,Middle,Master,No,High,10,82,Moderate,Average,6.23,Average,5.59,7.34,6.68,5.32,,,,
STU_1608,Student_609,Mechanical,1,Low,High School,No,Moderate,10,86,Moderate,Average,5.77,Average,5.77,,,,,,,
STU_1609,Student_610,Information Technology,4,High,Bachelor,No,Moderate,19,94,Moderate,Average,6.18,Average,6.52,6.27,5.83,5.65,6.37,6.46,,
STU_1610,Student_611,Mechanical,1,Low,Bachelor,No,High,8,84,Moderate,Good,6.23,Average,6.23,,,,,,,
STU_1611,Student_612,Computer Science,2,High,High School,No,Moderate,17,74,Low,Average,7.02,Good,6.67,7.36,,,,,,
STU_1612,Student_613,Computer Science,2,Middle,Bachelor,Yes,Moderate,16,99,High,Average,6.04,Average,5.87,6.22,,,,,,
STU_1613,Student_614,Civil,3,High,PhD,Yes,Low,13,66,Moderate,Good,7.04,Good,6.37,7.19,6.95,7.64,,,,
STU_1614,Student_615,Civil,2,Middle,Bachelor,Yes,Low,35,60,High,Good,7.07,Good,7.41,6.73,,,,,,
STU_1615,Student_616,Civil,1,High,Master,Yes,Low,17,72,Low,Poor,7.0,Good,7.0,,,,,,,
STU_1616,Student_617,Information Technology,1,Middle,PhD,Yes,High,27,63,Moderate,Good,8.18,Good,8.18,,,,,,,
STU_1617,Student_618,Electronics,3,High,Master,No,Moderate,33,91,Low,Poor,9.47,Excellent,9.42,9.84,10.0,8.63,,,,
STU_1618,Student_619,Mechanical,4,High,High School,No,Moderate,39,76,Low,Good,7.11,Good,7.61,6.59,6.24,6.97,7.84,7.44,,
STU_1619,Student_620,Civil,3,Low,PhD,Yes,Moderate,15,72,Low,Good,5.79,Average,5.54,5.4,6.6,5.64,,,,
STU_1620,Student_621,Mechanical,3,High,Bachelor,Yes,Moderate,20,98,Moderate,Good,6.43,Average,5.79,6.36,7.27,6.29,,,,
STU_1621,Student_622,Civil,2,High,Bachelor,Yes,High,39,74,Low,Poor,7.59,Good,7.88,7.31,,,,,,
STU_1622,Student_623,Computer Science,3,High,Bachelor,No,Moderate,14,64,High,Good,7.77,Good,8.13,7.9,7.88,7.15,,,,
STU_1623,Student_624,Electronics,4,Middle,PhD,Yes,Low,38,94,Low,Average,9.04,Excellent,9.07,8.72,9.11,8.81,8.53,10.0,,
STU_1624,Student_625,Electronics,4,Middle,PhD,Yes,High,30,97,High,Average,7.77,Good,8.86,8.0,7.47,6.95,7.86,7.48,,
STU_1625,Student_626,Information Technology,3,High,High School,No,Moderate,27,73,High,Poor,8.83,Excellent,8.7,8.92,9.14,8.57,,,,
STU_1626,Student_627,Computer Science,1,High,Bachelor,No,Moderate,19,83,High,Poor,4.0,Low/At-Risk,4.0,,,,,,,
STU_1627,Student_628,Information Technology,1,Low,Bachelor,No,Moderate,12,60,High,Good,5.98,Average,5.98,,,,,,,
STU_1628,Student_629,Computer Science,1,Middle,Master,No,High,17,96,Low,Poor,4.0,Low/At-Risk,4.0,,,,,,,
STU_1629,Student_630,Electronics,3,High,High School,Yes,Moderate,14,63,Low,Good,7.16,Good,7.1,7.87,6.71,6.95,,,,
STU_1630,Student_631,Mechanical,4,Middle,High School,Yes,Low,27,85,High,Average,8.78,Excellent,8.7,8.62,9.28,8.32,8.98,8.8,,
STU_1631,Student_632,Mechanical,1,Low,PhD,No,Moderate,22,73,Moderate,Average,9.9,Excellent,9.9,,,,,,,
STU_1632,Student_633,Computer Science,4,Low,Bachelor,Yes,Moderate,31,79,Moderate,Average,5.95,Average,5.64,6.33,6.48,5.43,5.6,6.21,,
STU_1633,Student_634,Computer Science,1,Middle,Master,No,Moderate,31,88,Low,Good,7.85,Good,7.85,,,,,,,
STU_1634,Student_635,Information Technology,1,Low,Master,Yes,Low,21,67,High,Average,9.46,Excellent,9.46,,,,,,,
STU_1635,Student_636,Computer Science,3,Low,Bachelor,No,Moderate,32,96,Low,Good,9.34,Excellent,9.64,9.77,8.96,8.97,,,,
STU_1636,Student_637,Computer Science,2,Low,PhD,Yes,Moderate,12,71,Moderate,Good,7.81,Good,8.16,7.47,,,,,,
STU_1637,Student_638,Computer Science,2,Low,Master,Yes,Low,18,88,Low,Average,7.34,Good,8.16,6.52,,,,,,
STU_1638,Student_639,Civil,3,Middle,Master,No,Moderate,15,63,High,Good,7.63,Good,8.23,7.36,6.86,8.08,,,,
STU_1639,Student_640,Electronics,4,Low,Master,Yes,Low,21,89,Moderate,Poor,8.23,Good,8.5,8.29,8.0,8.29,8.23,8.07,,
STU_1640,Student_641,Civil,4,Middle,PhD,No,High,39,78,Moderate,Good,7.69,Good,7.67,6.84,8.25,7.93,7.68,7.76,,
STU_1641,Student_642,Information Technology,3,Low,Master,Yes,Moderate,10,93,High,Good,7.86,Good,8.0,7.7,8.03,7.7,,,,
STU_1642,Student_643,Mechanical,1,Low,Master,No,Low,10,93,High,Average,5.65,Average,5.65,,,,,,,
STU_1643,Student_644,Information Technology,1,High,Bachelor,Yes,Low,9,96,Moderate,Average,8.0,Good,8.0,,,,,,,
STU_1644,Student_645,Information Technology,1,High,PhD,No,Moderate,35,92,Low,Average,8.22,Good,8.22,,,,,,,
STU_1645,Student_646,Electronics,3,Low,Bachelor,Yes,Low,18,81,Low,Good,7.39,Good,7.81,7.68,7.16,6.9,,,,
STU_1646,Student_647,Electronics,4,Middle,Bachelor,Yes,Moderate,26,93,High,Poor,8.58,Excellent,9.13,8.6,8.13,8.36,8.55,8.69,,
STU_1647,Student_648,Civil,2,Middle,Master,Yes,High,24,96,High,Poor,8.22,Good,8.08,8.36,,,,,,
STU_1648,Student_649,Computer Science,3,High,Master,Yes,Moderate,5,89,High,Good,5.42,Average,5.94,5.49,6.23,4.0,,,,
STU_1649,Student_650,Civil,4,Middle,Master,Yes,Low,23,65,Low,Good,7.83,Good,7.77,7.31,7.91,7.25,8.23,8.54,,
STU_1650,Student_651,Civil,1,Low,PhD,Yes,High,14,63,High,Average,6.17,Average,6.17,,,,,,,
STU_1651,Student_652,Electronics,2,High,High School,No,Low,32,82,High,Poor,9.2,Excellent,9.04,9.35,,,,,,
STU_1652,Student_653,Information Technology,3,High,Master,No,Low,6,97,High,Good,7.75,Good,7.65,7.67,8.31,7.38,,,,
STU_1653,Student_654,Civil,1,High,Master,No,High,8,66,High,Average,8.34,Good,8.34,,,,,,,
STU_1654,Student_655,Information Technology,4,Middle,High School,No,Moderate,24,90,High,Good,9.15,Excellent,8.62,9.79,9.43,8.72,8.91,9.42,,
STU_1655,Student_656,Mechanical,3,Low,Master,No,High,26,80,Low,Good,6.51,Average,5.91,6.6,6.37,7.15,,,,
STU_1656,Student_657,Civil,3,Low,High School,No,Moderate,35,68,High,Good,7.68,Good,7.6,7.2,7.69,8.23,,,,
STU_1657,Student_658,Mechanical,2,Middle,Bachelor,Yes,Low,31,86,Moderate,Average,9.48,Excellent,8.97,10.0,,,,,,
STU_1658,Student_659,Mechanical,2,Middle,High School,Yes,High,6,96,Moderate,Good,7.29,Good,7.39,7.18,,,,,,
STU_1659,Student_660,Information Technology,2,Middle,High School,No,Moderate,22,67,Moderate,Good,9.13,Excellent,8.54,9.72,,,,,,
STU_1660,Student_661,Mechanical,1,High,Bachelor,Yes,Low,14,77,Low,Good,5.43,Average,5.43,,,,,,,
STU_1661,Student_662,Electronics,1,Middle,High School,No,Low,24,76,Low,Average,8.67,Excellent,8.67,,,,,,,
STU_1662,Student_663,Mechanical,2,Low,Bachelor,No,Moderate,15,97,Moderate,Good,6.04,Average,5.46,6.62,,,,,,
STU_1663,Student_664,Information Technology,2,Middle,PhD,No,High,28,90,Low,Average,6.06,Average,5.96,6.17,,,,,,
STU_1664,Student_665,Electronics,3,Low,High School,Yes,Low,24,91,Low,Poor,5.64,Average,5.02,6.16,6.14,5.26,,,,
STU_1665,Student_666,Mechanical,4,High,Bachelor,Yes,Low,39,88,High,Average,6.79,Average,7.37,7.16,6.6,7.66,5.85,6.07,,
STU_1666,Student_667,Computer Science,4,High,Bachelor,No,Low,33,82,Moderate,Poor,7.62,Good,7.94,7.77,6.77,7.45,7.05,8.77,,
STU_1667,Student_668,Electronics,2,Middle,High School,Yes,High,30,74,High,Average,6.98,Average,7.01,6.96,,,,,,
STU_1668,Student_669,Computer Science,1,High,PhD,Yes,High,5,69,High,Good,6.66,Average,6.66,,,,,,,
STU_1669,Student_670,Information Technology,3,Middle,Master,Yes,Moderate,31,80,Low,Poor,7.96,Good,7.79,8.41,8.05,7.58,,,,
STU_1670,Student_671,Information Technology,1,Middle,Master,Yes,Low,10,95,High,Average,4.0,Low/At-Risk,4.0,,,,,,,
STU_1671,Student_672,Mechanical,2,High,Master,Yes,Moderate,20,72,Low,Poor,7.92,Good,8.01,7.82,,,,,,
STU_1672,Student_673,Electronics,1,High,PhD,No,Moderate,34,92,High,Average,6.73,Average,6.73,,,,,,,
STU_1673,Student_674,Computer Science,4,Low,PhD,No,High,25,88,High,Good,8.87,Excellent,9.36,9.16,8.35,8.6,9.47,8.3,,
STU_1674,Student_675,Information Technology,4,High,High School,Yes,High,15,61,Moderate,Poor,8.62,Excellent,8.35,8.21,8.78,8.2,8.18,9.99,,
STU_1675,Student_676,Civil,2,Middle,High School,Yes,High,25,79,High,Poor,7.93,Good,8.18,7.68,,,,,,
STU_1676,Student_677,Computer Science,1,Middle,Bachelor,Yes,High,32,97,Moderate,Poor,4.0,Low/At-Risk,4.0,,,,,,,
STU_1677,Student_678,Information Technology,3,Low,Master,No,Moderate,14,73,High,Average,4.0,Low/At-Risk,4.0,4.0,4.0,4.0,,,,
STU_1678,Student_679,Mechanical,1,Low,High School,Yes,Moderate,25,74,Low,Average,8.78,Excellent,8.78,,,,,,,
STU_1679,Student_680,Information Technology,3,Low,Bachelor,No,Moderate,25,90,High,Poor,6.89,Average,7.47,6.63,6.48,7.0,,,,
STU_1680,Student_681,Computer Science,1,Low,Bachelor,Yes,Moderate,14,80,High,Average,6.81,Average,6.81,,,,,,,
STU_1681,Student_682,Information Technology,2,Low,Master,No,Moderate,12,67,High,Good,6.49,Average,6.22,6.76,,,,,,
STU_1682,Student_683,Electronics,3,Low,Bachelor,Yes,Moderate,35,92,Low,Good,7.67,Good,7.13,8.22,7.76,7.56,,,,
STU_1683,Student_684,Information Technology,4,High,Master,No,High,11,99,High,Average,9.06,Excellent,9.49,8.64,9.21,9.76,9.36,7.93,,
STU_1684,Student_685,Electronics,2,Low,PhD,Yes,Low,25,65,Low,Poor,8.56,Excellent,8.51,8.61,,,,,,
STU_1685,Student_686,Mechanical,1,Middle,High School,No,Moderate,21,60,High,Good,6.63,Average,6.63,,,,,,,
STU_1686,Student_687,Electronics,3,Low,Bachelor,No,High,31,90,Moderate,Average,7.85,Good,7.22,7.89,8.26,8.03,,,,
STU_1687,Student_688,Computer Science,1,High,High School,Yes,High,25,80,High,Good,8.9,Excellent,8.9,,,,,,,
STU_1688,Student_689,Information Technology,1,High,PhD,Yes,Moderate,39,99,High,Good,9.3,Excellent,9.3,,,,,,,
STU_1689,Student_690,Mechanical,1,Middle,High School,Yes,Low,11,82,High,Poor,4.8,Low/At-Risk,4.8,,,,,,,
STU_1690,Student_691,Mechanical,4,High,High School,Yes,High,16,64,Moderate,Average,8.67,Excellent,9.46,8.56,9.37,8.5,8.07,8.07,,
STU_1691,Student_692,Computer Science,1,High,PhD,No,Low,28,95,Low,Good,7.68,Good,7.68,,,,,,,
STU_1692,Student_693,Mechanical,4,Low,High School,No,Low,6,65,Low,Good,5.39,Average,4.93,5.55,5.92,5.38,4.92,5.67,,
STU_1693,Student_694,Electronics,3,Middle,Bachelor,No,High,38,60,Low,Average,5.68,Average,5.53,6.19,5.33,5.65,,,,
STU_1694,Student_695,Information Technology,4,High,Bachelor,Yes,Moderate,21,68,Low,Average,5.67,Average,6.32,4.91,4.93,5.78,6.22,5.89,,
STU_1695,Student_696,Electronics,2,Middle,Bachelor,Yes,Moderate,24,63,Low,Good,9.98,Excellent,9.97,10.0,,,,,,
STU_1696,Student_697,Mechanical,2,Middle,Master,No,Moderate,25,90,Low,Average,8.95,Excellent,9.32,8.57,,,,,,
STU_1697,Student_698,Information Technology,2,Middle,Bachelor,Yes,Moderate,25,90,Low,Poor,7.12,Good,7.32,6.91,,,,,,
STU_1698,Student_699,Computer Science,3,Middle,Master,Yes,High,26,71,High,Good,9.7,Excellent,10.0,9.76,9.02,10.0,,,,
STU_1699,Student_700,Mechanical,3,Middle,High School,Yes,Low,25,75,Low,Average,7.71,Good,7.45,7.92,7.13,8.34,,,,
STU_1700,Student_701,Civil,4,High,High School,Yes,High,29,70,High,Average,8.47,Good,8.29,8.15,8.61,8.41,8.07,9.3,,
STU_1701,Student_702,Mechanical,4,High,PhD,No,Moderate,10,84,Low,Good,9.1,Excellent,9.76,8.84,9.07,9.06,8.47,9.41,,
STU_1702,Student_703,Information Technology,4,High,Bachelor,No,High,25,69,Moderate,Poor,7.59,Good,8.22,7.95,7.13,7.39,7.43,7.44,,
STU_1703,Student_704,Computer Science,4,Middle,PhD,Yes,Moderate,12,68,Low,Poor,8.91,Excellent,8.6,8.78,8.84,8.28,9.02,9.96,,
STU_1704,Student_705,Information Technology,2,Middle,Bachelor,Yes,High,17,66,Moderate,Poor,7.35,Good,7.06,7.64,,,,,,
STU_1705,Student_706,Electronics,2,High,Bachelor,No,High,31,85,Low,Average,7.78,Good,7.34,8.22,,,,,,
STU_1706,Student_707,Mechanical,4,Low,Master,Yes,High,9,74,Moderate,Poor,8.08,Good,7.17,7.76,8.79,8.12,7.94,8.69,,
STU_1707,Student_708,Civil,2,Low,Master,No,Moderate,33,62,Moderate,Poor,6.05,Average,5.66,6.44,,,,,,
STU_1708,Student_709,Electronics,1,High,PhD,No,High,20,71,Low,Average,8.18,Good,8.18,,,,,,,
STU_1709,Student_710,Civil,3,Middle,Bachelor,Yes,High,26,99,Moderate,Poor,7.33,Good,7.04,7.61,7.26,7.41,,,,
STU_1710,Student_711,Computer Science,3,Low,Master,Yes,Low,30,80,Moderate,Average,7.58,Good,7.51,7.21,7.65,7.94,,,,
STU_1711,Student_712,Computer Science,3,Low,Bachelor,No,Moderate,22,87,Moderate,Good,9.72,Excellent,9.76,9.91,9.62,9.58,,,,
STU_1712,Student_713,Information Technology,3,Low,Master,Yes,Moderate,29,87,High,Good,9.81,Excellent,9.81,9.42,10.0,10.0,,,,
STU_1713,Student_714,Electronics,3,High,PhD,No,Low,17,87,Moderate,Good,8.69,Excellent,9.09,7.94,9.3,8.41,,,,
STU_1714,Student_715,Information Technology,4,Low,Bachelor,Yes,Low,22,90,Moderate,Good,9.9,Excellent,9.92,10.0,10.0,9.48,10.0,10.0,,
STU_1715,Student_716,Electronics,2,High,Bachelor,No,Low,27,64,Moderate,Good,9.48,Excellent,9.54,9.42,,,,,,
STU_1716,Student_717,Mechanical,4,Low,Bachelor,No,Moderate,5,98,High,Average,5.59,Average,6.2,5.62,5.9,4.75,4.96,6.1,,
STU_1717,Student_718,Information Technology,4,High,Master,Yes,Moderate,35,88,High,Poor,7.16,Good,7.89,6.75,6.62,7.73,7.05,6.9,,
STU_1718,Student_719,Electronics,3,Middle,Master,Yes,High,15,61,High,Good,7.55,Good,7.69,7.35,7.35,7.81,,,,
STU_1719,Student_720,Computer Science,3,Middle,Bachelor,Yes,Moderate,7,87,Low,Good,5.54,Average,5.48,5.28,4.94,6.46,,,,
STU_1720,Student_721,Computer Science,3,Low,Master,No,Low,37,83,High,Poor,9.31,Excellent,10.0,8.52,8.94,9.78,,,,
STU_1721,Student_722,Information Technology,3,Middle,PhD,No,High,16,66,High,Average,5.54,Average,4.34,6.09,6.17,5.54,,,,
STU_1722,Student_723,Mechanical,4,Low,PhD,Yes,Low,8,76,Moderate,Poor,8.03,Good,7.97,7.72,7.07,8.45,8.14,8.84,,
STU_1723,Student_724,Mechanical,2,High,Bachelor,Yes,High,33,76,High,Average,6.79,Average,6.31,7.28,,,,,,
STU_1724,Student_725,Information Technology,1,High,PhD,Yes,High,10,63,High,Average,7.93,Good,7.93,,,,,,,
STU_1725,Student_726,Mechanical,4,High,Master,No,Moderate,28,82,High,Good,6.34,Average,6.03,6.57,5.82,6.36,7.21,6.04,,
STU_1726,Student_727,Civil,2,Middle,Master,Yes,Low,25,68,Moderate,Average,8.15,Good,8.38,7.92,,,,,,
STU_1727,Student_728,Mechanical,4,Low,PhD,Yes,Moderate,16,74,Low,Poor,6.48,Average,5.97,6.4,6.48,7.41,6.15,6.46,,
STU_1728,Student_729,Mechanical,3,Middle,Bachelor,No,Low,29,60,High,Poor,8.02,Good,8.29,8.51,7.68,7.6,,,,
STU_1729,Student_730,Electronics,3,Low,Master,No,High,16,86,High,Poor,5.75,Average,5.99,5.38,6.26,5.36,,,,
STU_1730,Student_731,Electronics,1,Low,Bachelor,No,High,28,60,High,Poor,7.88,Good,7.88,,,,,,,
STU_1731,Student_732,Mechanical,2,Middle,Master,Yes,Moderate,27,77,High,Average,6.71,Average,6.56,6.86,,,,,,
STU_1732,Student_733,Computer Science,1,High,PhD,Yes,Low,10,81,Low,Poor,5.9,Average,5.9,,,,,,,
STU_1733,Student_734,Electronics,3,Low,PhD,No,Moderate,15,78,Low,Poor,7.79,Good,7.49,7.77,7.76,8.14,,,,
STU_1734,Student_735,Electronics,2,Low,PhD,No,High,5,65,Low,Average,5.26,Average,5.6,4.93,,,,,,
STU_1735,Student_736,Computer Science,3,High,High School,Yes,Low,35,69,Moderate,Good,9.99,Excellent,10.0,10.0,10.0,9.96,,,,
STU_1736,Student_737,Computer Science,1,Low,Bachelor,Yes,Moderate,25,63,High,Average,6.55,Average,6.55,,,,,,,
STU_1737,Student_738,Computer Science,3,High,PhD,Yes,Low,19,96,Moderate,Good,6.81,Average,6.98,7.14,6.78,6.34,,,,
STU_1738,Student_739,Information Technology,3,Middle,High School,Yes,Moderate,29,89,Low,Good,9.31,Excellent,9.8,9.64,8.51,9.29,,,,
STU_1739,Student_740,Mechanical,3,Middle,Master,No,High,5,61,Moderate,Poor,4.96,Low/At-Risk,4.94,4.72,5.41,4.79,,,,
STU_1740,Student_741,Electronics,3,High,Master,No,Moderate,23,96,Moderate,Average,9.94,Excellent,10.0,10.0,9.75,10.0,,,,
STU_1741,Student_742,Electronics,4,Middle,Bachelor,Yes,High,8,93,Low,Poor,7.19,Good,6.79,7.27,7.42,7.43,7.63,6.59,,
STU_1742,Student_743,Electronics,1,Middle,Master,No,High,22,62,Moderate,Average,8.57,Excellent,8.57,,,,,,,
STU_1743,Student_744,Computer Science,4,High,Bachelor,Yes,Moderate,38,74,Low,Average,8.66,Excellent,8.41,8.69,8.76,8.57,8.03,9.49,,
STU_1744,Student_745,Mechanical,3,Low,Master,Yes,Low,25,79,Low,Good,9.17,Excellent,8.18,9.41,9.38,9.72,,,,
STU_1745,Student_746,Electronics,2,Middle,PhD,Yes,Low,23,94,Low,Poor,7.61,Good,7.63,7.59,,,,,,
STU_1746,Student_747,Civil,4,Low,Bachelor,Yes,Low,18,60,High,Good,5.44,Average,5.82,5.13,4.77,5.85,6.01,5.07,,
STU_1747,Student_748,Civil,2,Middle,PhD,No,Low,11,95,High,Good,7.42,Good,6.36,8.48,,,,,,
STU_1748,Student_749,Electronics,2,High,Bachelor,Yes,Moderate,7,97,Moderate,Average,5.54,Average,6.16,4.93,,,,,,
STU_1749,Student_750,Civil,2,High,Master,No,Moderate,19,78,Low,Poor,8.86,Excellent,9.13,8.58,,,,,,
STU_1750,Student_751,Mechanical,2,High,PhD,Yes,Low,33,98,Low,Poor,10.0,Excellent,10.0,10.0,,,,,,
STU_1751,Student_752,Electronics,2,High,Master,No,High,17,61,Moderate,Poor,6.88,Average,6.43,7.34,,,,,,
STU_1752,Student_753,Electronics,2,High,Bachelor,Yes,Moderate,35,60,Moderate,Poor,8.79,Excellent,8.76,8.81,,,,,,
STU_1753,Student_754,Mechanical,1,Low,High School,No,Low,38,80,High,Poor,5.82,Average,5.82,,,,,,,
STU_1754,Student_755,Mechanical,3,Low,High School,No,High,31,92,Moderate,Good,7.28,Good,7.06,7.65,7.46,6.96,,,,
STU_1755,Student_756,Civil,4,Middle,High School,No,Low,34,72,Low,Average,7.87,Good,7.81,8.33,7.83,7.68,8.32,7.23,,
STU_1756,Student_757,Civil,1,Low,High School,No,Low,22,96,Low,Average,7.3,Good,7.3,,,,,,,
STU_1757,Student_758,Computer Science,1,High,High School,Yes,Moderate,11,63,High,Poor,8.31,Good,8.31,,,,,,,
STU_1758,Student_759,Information Technology,3,Low,PhD,No,Low,26,92,Moderate,Poor,8.11,Good,8.07,8.2,8.38,7.77,,,,
STU_1759,Student_760,Electronics,1,Low,Master,Yes,Low,14,70,Low,Good,8.13,Good,8.13,,,,,,,
STU_1760,Student_761,Computer Science,3,High,Master,No,Moderate,38,98,Moderate,Poor,8.36,Good,7.94,8.42,8.52,8.57,,,,
STU_1761,Student_762,Mechanical,4,Low,Bachelor,No,Low,23,61,Moderate,Good,7.3,Good,6.97,7.55,6.9,7.21,7.7,7.47,,
STU_1762,Student_763,Information Technology,2,Low,Master,Yes,High,24,63,Low,Poor,8.97,Excellent,9.56,8.38,,,,,,
STU_1763,Student_764,Electronics,4,Low,Master,No,High,18,69,Low,Poor,5.23,Average,5.27,5.8,5.63,4.83,4.85,5.01,,
STU_1764,Student_765,Information Technology,2,Middle,Master,No,Moderate,26,66,Low,Good,8.52,Excellent,8.53,8.51,,,,,,
STU_1765,Student_766,Information Technology,1,High,Master,Yes,High,28,84,Moderate,Poor,8.45,Good,8.45,,,,,,,
STU_1766,Student_767,Civil,1,Low,PhD,No,Low,12,61,Low,Poor,7.3,Good,7.3,,,,,,,
STU_1767,Student_768,Electronics,3,Low,PhD,No,High,15,78,Low,Good,8.93,Excellent,8.99,8.36,8.95,9.43,,,,
STU_1768,Student_769,Computer Science,4,Low,Bachelor,Yes,Low,27,74,Low,Poor,8.8,Excellent,9.32,8.95,8.65,8.86,8.67,8.34,,
STU_1769,Student_770,Information Technology,3,Middle,Bachelor,No,Low,11,76,Moderate,Good,5.99,Average,6.13,6.37,5.8,5.67,,,,
STU_1770,Student_771,Computer Science,2,High,PhD,No,Moderate,35,91,Moderate,Poor,8.77,Excellent,8.53,9.02,,,,,,
STU_1771,Student_772,Computer Science,4,Low,Master,Yes,High,24,75,High,Average,6.65,Average,6.29,6.5,6.36,6.66,7.89,6.22,,
STU_1772,Student_773,Mechanical,3,High,Master,No,Moderate,39,88,Moderate,Good,10.0,Excellent,10.0,10.0,10.0,10.0,,,,
STU_1773,Student_774,Information Technology,2,Middle,Bachelor,No,Moderate,14,98,Low,Average,4.35,Low/At-Risk,4.18,4.52,,,,,,
STU_1774,Student_775,Electronics,4,Low,Bachelor,No,Moderate,7,75,Low,Poor,6.32,Average,6.43,6.17,5.48,6.03,6.35,7.43,,
STU_1775,Student_776,Information Technology,3,Middle,PhD,No,Low,23,62,Low,Average,9.93,Excellent,10.0,10.0,9.87,9.86,,,,
STU_1776,Student_777,Information Technology,3,High,Bachelor,No,Low,24,94,Low,Poor,8.42,Good,8.35,8.43,8.84,8.06,,,,
STU_1777,Student_778,Computer Science,1,Middle,Bachelor,Yes,Moderate,11,90,High,Average,4.0,Low/At-Risk,4.0,,,,,,,
STU_1778,Student_779,Information Technology,1,Middle,High School,No,Low,23,95,High,Poor,7.22,Good,7.22,,,,,,,
STU_1779,Student_780,Information Technology,2,High,PhD,No,High,8,75,Moderate,Average,9.71,Excellent,9.43,10.0,,,,,,
STU_1780,Student_781,Computer Science,3,Middle,Master,Yes,Low,23,96,High,Poor,5.62,Average,5.19,5.83,5.96,5.49,,,,
STU_1781,Student_782,Mechanical,3,High,Bachelor,No,Low,15,93,Low,Average,7.67,Good,8.19,7.47,7.35,7.66,,,,
STU_1782,Student_783,Civil,4,Low,Bachelor,Yes,Low,20,89,High,Poor,5.52,Average,5.11,5.27,6.01,5.68,5.73,5.33,,
STU_1783,Student_784,Mechanical,3,Middle,PhD,No,Moderate,7,78,Low,Poor,6.01,Average,6.32,6.06,5.5,6.15,,,,
STU_1784,Student_785,Civil,2,Low,Bachelor,No,High,19,83,Moderate,Good,5.94,Average,5.88,6.0,,,,,,
STU_1785,Student_786,Mechanical,4,Middle,Bachelor,Yes,Low,32,65,High,Average,7.49,Good,7.44,7.69,7.71,7.6,7.01,7.5,,
STU_1786,Student_787,Electronics,4,High,Bachelor,No,High,30,93,High,Average,5.48,Average,5.22,5.39,6.17,5.89,5.33,4.87,,
STU_1787,Student_788,Mechanical,2,Middle,Bachelor,Yes,Low,7,60,High,Poor,5.12,Average,4.91,5.34,,,,,,
STU_1788,Student_789,Mechanical,2,Low,Master,No,Moderate,31,97,Moderate,Good,8.56,Excellent,7.55,9.57,,,,,,
STU_1789,Student_790,Information Technology,3,High,High School,No,Moderate,9,73,Low,Average,9.96,Excellent,10.0,9.86,10.0,10.0,,,,
STU_1790,Student_791,Electronics,1,High,High School,Yes,Moderate,37,81,Moderate,Average,8.27,Good,8.27,,,,,,,
STU_1791,Student_792,Electronics,2,High,Bachelor,No,Low,27,88,Low,Good,9.16,Excellent,9.44,8.88,,,,,,
STU_1792,Student_793,Information Technology,2,Middle,Master,Yes,Moderate,15,64,Moderate,Good,6.92,Average,7.22,6.62,,,,,,
STU_1793,Student_794,Mechanical,3,Middle,PhD,Yes,Moderate,27,82,Low,Average,4.14,Low/At-Risk,4.0,4.44,4.14,4.0,,,,
STU_1794,Student_795,Computer Science,1,High,Bachelor,Yes,Moderate,21,96,Low,Good,8.79,Excellent,8.79,,,,,,,
STU_1795,Student_796,Civil,1,Low,Master,Yes,Low,26,96,Low,Average,8.32,Good,8.32,,,,,,,
STU_1796,Student_797,Mechanical,3,Middle,High School,No,Moderate,18,64,Low,Average,7.33,Good,7.3,7.51,7.15,7.34,,,,
STU_1797,Student_798,Electronics,4,Middle,PhD,Yes,High,25,65,High,Good,8.51,Excellent,7.67,9.59,7.73,8.94,8.84,8.3,,
STU_1798,Student_799,Mechanical,4,Low,Master,Yes,High,12,87,High,Average,5.29,Average,4.97,5.55,5.34,5.42,5.76,4.71,,
STU_1799,Student_800,Information Technology,2,Low,Master,Yes,Low,11,72,Low,Poor,6.8,Average,7.11,6.5,,,,,,
STU_1800,Student_801,Civil,1,Middle,High School,No,High,15,99,Low,Poor,8.93,Excellent,8.93,,,,,,,
